district,year,national_severity_weight,basin_exposure_weight,erosion_weight,proxy_peak_exceedance_score,proxy_days_above_danger_score,proxy_percent_area_flooded_score,FDI_proxy_0_1,floodplain_context,rank_in_year,Latitude,Longitude
Gopalganj,1993,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.02,89.83
Madaripur,1993,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.17,90.19
Munshiganj,1993,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.54,90.53
Narayanganj,1993,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.6226,90.501
Shariatpur,1993,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.22,90.35
Gazipur,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.96,91.11
Cumilla,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.46,91.18
Joypurhat,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.1,89.02
Naogaon,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.81,88.94
Natore,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.42,89.0
Rajshahi,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.02,88.46
Mymensingh,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,1993,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,1994,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.923,89.9501
Chattogram,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.65,89.7667
Khulna,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.8167,89.55
Satkhira,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.7234,89.0751
Barguna,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.15,90.13
Patuakhali,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.35,90.3
Pirojpur,1994,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.58,89.98
Kishoreganj,1994,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,1994,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,1994,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,1994,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,1994,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,1994,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,1994,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,23.1,91.98
Rangamati,1994,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,22.65,92.17
Dhaka,1994,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.8103,90.4125
Faridpur,1994,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.607,89.8429
Gopalganj,1994,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.02,89.83
Madaripur,1994,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.17,90.19
Munshiganj,1994,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.54,90.53
Narayanganj,1994,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.6226,90.501
Shariatpur,1994,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.22,90.35
Dinajpur,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.625,88.65
Lalmonirhat,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.92,89.45
Nilphamari,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.95,88.85
Rangpur,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.7449,89.2756
Chuadanga,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.63,88.83
Jashore,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.17,89.2
Jhenaidah,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.55,89.15
Kushtia,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.9,89.12
Magura,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.49,89.42
Meherpur,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.77,88.63
Narail,1994,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.18,89.5
Gazipur,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.96,91.11
Cumilla,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.46,91.18
Joypurhat,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.1,89.02
Naogaon,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.81,88.94
Natore,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.42,89.0
Rajshahi,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.02,88.46
Mymensingh,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,1994,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.25,89.9167
Chandpur,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.85,89.37
Pabna,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.45,89.71
Gaibandha,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,1995,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.923,89.9501
Chattogram,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.65,89.7667
Khulna,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.8167,89.55
Satkhira,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.7234,89.0751
Barguna,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.15,90.13
Patuakhali,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.35,90.3
Pirojpur,1995,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.58,89.98
Kishoreganj,1995,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,1995,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,1995,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,1995,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,1995,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,1995,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,1995,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,23.1,91.98
Rangamati,1995,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,22.65,92.17
Dinajpur,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.92,89.45
Nilphamari,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.95,88.85
Rangpur,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.63,88.83
Jashore,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.9,89.12
Magura,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.77,88.63
Narail,1995,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,1995,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.8103,90.4125
Faridpur,1995,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.607,89.8429
Gopalganj,1995,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.02,89.83
Madaripur,1995,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.17,90.19
Munshiganj,1995,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.54,90.53
Narayanganj,1995,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.6226,90.501
Shariatpur,1995,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.22,90.35
Gazipur,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.96,91.11
Cumilla,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.46,91.18
Joypurhat,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.1,89.02
Naogaon,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.81,88.94
Natore,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.42,89.0
Rajshahi,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.02,88.46
Mymensingh,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,1995,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,1996,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.923,89.9501
Chattogram,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.65,89.7667
Khulna,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.8167,89.55
Satkhira,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.7234,89.0751
Barguna,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.15,90.13
Patuakhali,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.35,90.3
Pirojpur,1996,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.58,89.98
Kishoreganj,1996,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,1996,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,1996,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,1996,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,1996,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,1996,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,1996,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,23.1,91.98
Rangamati,1996,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,22.65,92.17
Dhaka,1996,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.8103,90.4125
Faridpur,1996,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.607,89.8429
Gopalganj,1996,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.02,89.83
Madaripur,1996,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.17,90.19
Munshiganj,1996,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.54,90.53
Narayanganj,1996,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.6226,90.501
Shariatpur,1996,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.22,90.35
Dinajpur,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.625,88.65
Lalmonirhat,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.92,89.45
Nilphamari,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.95,88.85
Rangpur,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.7449,89.2756
Chuadanga,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.63,88.83
Jashore,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.17,89.2
Jhenaidah,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.55,89.15
Kushtia,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.9,89.12
Magura,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.49,89.42
Meherpur,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.77,88.63
Narail,1996,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.18,89.5
Gazipur,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.96,91.11
Cumilla,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.46,91.18
Joypurhat,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.1,89.02
Naogaon,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.81,88.94
Natore,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.42,89.0
Rajshahi,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.02,88.46
Mymensingh,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,1996,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,1997,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.923,89.9501
Chattogram,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.65,89.7667
Khulna,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.8167,89.55
Satkhira,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.7234,89.0751
Barguna,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.15,90.13
Patuakhali,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.35,90.3
Pirojpur,1997,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.58,89.98
Kishoreganj,1997,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,1997,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,1997,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,1997,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,1997,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.899,91.872
